"","YEAR","LENGTH","FREQ","BootESS","df","NSAMP","NHAUL","NSTRATA"
"1",1993,1,0,NA,NA,28944,514,6
"2",1993,2,0,NA,NA,28944,514,6
"3",1993,3,0,NA,NA,28944,514,6
"4",1993,4,0,NA,NA,28944,514,6
"5",1993,5,0,NA,NA,28944,514,6
"6",1993,6,0,NA,NA,28944,514,6
"7",1993,7,0,NA,NA,28944,514,6
"8",1993,8,0,NA,NA,28944,514,6
"9",1993,9,0,NA,NA,28944,514,6
"10",1993,10,0,NA,NA,28944,514,6
"11",1993,11,0,NA,NA,28944,514,6
"12",1993,12,0,NA,NA,28944,514,6
"13",1993,13,0,NA,NA,28944,514,6
"14",1993,14,0,NA,NA,28944,514,6
"15",1993,15,0,NA,NA,28944,514,6
"16",1993,16,0,NA,NA,28944,514,6
"17",1993,17,0,NA,NA,28944,514,6
"18",1993,18,0,NA,NA,28944,514,6
"19",1993,19,0,NA,NA,28944,514,6
"20",1993,20,0,NA,NA,28944,514,6
"21",1993,21,0,NA,NA,28944,514,6
"22",1993,22,0,NA,NA,28944,514,6
"23",1993,23,0,NA,NA,28944,514,6
"24",1993,24,0,NA,NA,28944,514,6
"25",1993,25,0,NA,NA,28944,514,6
"26",1993,26,0,NA,NA,28944,514,6
"27",1993,27,0,NA,NA,28944,514,6
"28",1993,28,1.05979060693888e-05,NA,NA,28944,514,6
"29",1993,29,3.5501692928619e-05,NA,NA,28944,514,6
"30",1993,30,0.000134086434528477,NA,NA,28944,514,6
"31",1993,31,9.60812391117551e-05,NA,NA,28944,514,6
"32",1993,32,6.4370664413003e-05,NA,NA,28944,514,6
"33",1993,33,0.00011468989905535,NA,NA,28944,514,6
"34",1993,34,0.000165548761307946,NA,NA,28944,514,6
"35",1993,35,5.87350382854408e-05,NA,NA,28944,514,6
"36",1993,36,0.000115783199766345,NA,NA,28944,514,6
"37",1993,37,0.000181153278329944,NA,NA,28944,514,6
"38",1993,38,0.000318994025628112,NA,NA,28944,514,6
"39",1993,39,0.00012202498121615,NA,NA,28944,514,6
"40",1993,40,0.000282525649319739,NA,NA,28944,514,6
"41",1993,41,0.000479651045495849,NA,NA,28944,514,6
"42",1993,42,0.000594010956913248,NA,NA,28944,514,6
"43",1993,43,0.00141897388962534,NA,NA,28944,514,6
"44",1993,44,0.00158236681638083,NA,NA,28944,514,6
"45",1993,45,0.00199461299765851,NA,NA,28944,514,6
"46",1993,46,0.00315920123238615,NA,NA,28944,514,6
"47",1993,47,0.00327434006764664,NA,NA,28944,514,6
"48",1993,48,0.00434151024929582,NA,NA,28944,514,6
"49",1993,49,0.00658577744434226,NA,NA,28944,514,6
"50",1993,50,0.00783903659712589,NA,NA,28944,514,6
"51",1993,51,0.0121646967113236,NA,NA,28944,514,6
"52",1993,52,0.0142901140086373,NA,NA,28944,514,6
"53",1993,53,0.0149322816096493,NA,NA,28944,514,6
"54",1993,54,0.0190499165100998,NA,NA,28944,514,6
"55",1993,55,0.0184258431709343,NA,NA,28944,514,6
"56",1993,56,0.0181983619598809,NA,NA,28944,514,6
"57",1993,57,0.0187089880182865,NA,NA,28944,514,6
"58",1993,58,0.0162052957242244,NA,NA,28944,514,6
"59",1993,59,0.0156778264236725,NA,NA,28944,514,6
"60",1993,60,0.0154933094997811,NA,NA,28944,514,6
"61",1993,61,0.0132269033640683,NA,NA,28944,514,6
"62",1993,62,0.0125712466193093,NA,NA,28944,514,6
"63",1993,63,0.00897833949792741,NA,NA,28944,514,6
"64",1993,64,0.0129434264280959,NA,NA,28944,514,6
"65",1993,65,0.0120923480427792,NA,NA,28944,514,6
"66",1993,66,0.0139943691976199,NA,NA,28944,514,6
"67",1993,67,0.0146143029693203,NA,NA,28944,514,6
"68",1993,68,0.0130007023384611,NA,NA,28944,514,6
"69",1993,69,0.0151152717918497,NA,NA,28944,514,6
"70",1993,70,0.0166087305875975,NA,NA,28944,514,6
"71",1993,71,0.0181490661843182,NA,NA,28944,514,6
"72",1993,72,0.0157004192151532,NA,NA,28944,514,6
"73",1993,73,0.0175622574557077,NA,NA,28944,514,6
"74",1993,74,0.0191428096655112,NA,NA,28944,514,6
"75",1993,75,0.0196360233446375,NA,NA,28944,514,6
"76",1993,76,0.0183347414199297,NA,NA,28944,514,6
"77",1993,77,0.0205347435161251,NA,NA,28944,514,6
"78",1993,78,0.0253093912590615,NA,NA,28944,514,6
"79",1993,79,0.0228795506838623,NA,NA,28944,514,6
"80",1993,80,0.023396352630554,NA,NA,28944,514,6
"81",1993,81,0.024491336302185,NA,NA,28944,514,6
"82",1993,82,0.0303033953355592,NA,NA,28944,514,6
"83",1993,83,0.027644444910224,NA,NA,28944,514,6
"84",1993,84,0.0299264710147775,NA,NA,28944,514,6
"85",1993,85,0.0302445479917627,NA,NA,28944,514,6
"86",1993,86,0.0302928451067515,NA,NA,28944,514,6
"87",1993,87,0.0243284714448151,NA,NA,28944,514,6
"88",1993,88,0.0230105301536552,NA,NA,28944,514,6
"89",1993,89,0.0225150169276841,NA,NA,28944,514,6
"90",1993,90,0.0203803247753897,NA,NA,28944,514,6
"91",1993,91,0.0174044553614251,NA,NA,28944,514,6
"92",1993,92,0.0171959702809832,NA,NA,28944,514,6
"93",1993,93,0.0167272307010168,NA,NA,28944,514,6
"94",1993,94,0.015709254578626,NA,NA,28944,514,6
"95",1993,95,0.0160573370127225,NA,NA,28944,514,6
"96",1993,96,0.0139140807415668,NA,NA,28944,514,6
"97",1993,97,0.0126059334399984,NA,NA,28944,514,6
"98",1993,98,0.0136480942514014,NA,NA,28944,514,6
"99",1993,99,0.0135142395165131,NA,NA,28944,514,6
"100",1993,100,0.0117152365783723,NA,NA,28944,514,6
"101",1993,101,0.00857682363639028,NA,NA,28944,514,6
"102",1993,102,0.0102984868794954,NA,NA,28944,514,6
"103",1993,103,0.00554498628191848,NA,NA,28944,514,6
"104",1993,104,0.00764506744992742,NA,NA,28944,514,6
"105",1993,105,0.00817587646778739,NA,NA,28944,514,6
"106",1993,106,0.00447224784209389,NA,NA,28944,514,6
"107",1993,107,0.0032500208136812,NA,NA,28944,514,6
"108",1993,108,0.00192261859999045,NA,NA,28944,514,6
"109",1993,109,0.00138688830431191,NA,NA,28944,514,6
"110",1993,110,0.00146708277084722,NA,NA,28944,514,6
"111",1993,111,0.00146115180997963,NA,NA,28944,514,6
"112",1993,112,0.00019613049041803,NA,NA,28944,514,6
"113",1993,113,0.000717378028035754,NA,NA,28944,514,6
"114",1993,114,0.000904177332384016,NA,NA,28944,514,6
"115",1993,115,0.00208781550855713,NA,NA,28944,514,6
"116",1993,116,0.000340493292561506,NA,NA,28944,514,6
"117",1993,117,1.63341509809385e-05,NA,NA,28944,514,6
"118",1993,118,0,NA,NA,28944,514,6
"119",1993,119,0,NA,NA,28944,514,6
"120",1993,120,0,NA,NA,28944,514,6
"121",1993,121,0,NA,NA,28944,514,6
"122",1993,122,0,NA,NA,28944,514,6
"123",1993,123,0,NA,NA,28944,514,6
"124",1993,124,0,NA,NA,28944,514,6
"125",1993,125,0,NA,NA,28944,514,6
"126",1993,126,0,NA,NA,28944,514,6
"127",1993,127,0,NA,NA,28944,514,6
"128",1993,128,0,NA,NA,28944,514,6
"129",1993,129,0,NA,NA,28944,514,6
"130",1993,130,0,NA,NA,28944,514,6
"131",1993,131,0,NA,NA,28944,514,6
"132",1993,132,0,NA,NA,28944,514,6
"133",1993,133,0,NA,NA,28944,514,6
"134",1993,134,0,NA,NA,28944,514,6
"135",1993,135,0,NA,NA,28944,514,6
"136",1993,136,0,NA,NA,28944,514,6
"137",1993,137,0,NA,NA,28944,514,6
"138",1993,138,0,NA,NA,28944,514,6
"139",1993,139,0,NA,NA,28944,514,6
"140",1993,140,0,NA,NA,28944,514,6
"141",1993,141,0,NA,NA,28944,514,6
"142",1993,142,0,NA,NA,28944,514,6
"143",1993,143,0,NA,NA,28944,514,6
"144",1994,1,0,NA,NA,27273,516,13
"145",1994,2,0,NA,NA,27273,516,13
"146",1994,3,0,NA,NA,27273,516,13
"147",1994,4,0,NA,NA,27273,516,13
"148",1994,5,0,NA,NA,27273,516,13
"149",1994,6,0,NA,NA,27273,516,13
"150",1994,7,0,NA,NA,27273,516,13
"151",1994,8,0,NA,NA,27273,516,13
"152",1994,9,0,NA,NA,27273,516,13
"153",1994,10,0,NA,NA,27273,516,13
"154",1994,11,0,NA,NA,27273,516,13
"155",1994,12,0,NA,NA,27273,516,13
"156",1994,13,0,NA,NA,27273,516,13
"157",1994,14,0,NA,NA,27273,516,13
"158",1994,15,0.000148525344923909,NA,NA,27273,516,13
"159",1994,16,0,NA,NA,27273,516,13
"160",1994,17,7.42626724619543e-05,NA,NA,27273,516,13
"161",1994,18,0,NA,NA,27273,516,13
"162",1994,19,0,NA,NA,27273,516,13
"163",1994,20,7.42626724619543e-05,NA,NA,27273,516,13
"164",1994,21,0,NA,NA,27273,516,13
"165",1994,22,0,NA,NA,27273,516,13
"166",1994,23,0,NA,NA,27273,516,13
"167",1994,24,0,NA,NA,27273,516,13
"168",1994,25,0,NA,NA,27273,516,13
"169",1994,26,0,NA,NA,27273,516,13
"170",1994,27,0,NA,NA,27273,516,13
"171",1994,28,3.31936672159827e-05,NA,NA,27273,516,13
"172",1994,29,5.93334092027374e-05,NA,NA,27273,516,13
"173",1994,30,0.000512823334185402,NA,NA,27273,516,13
"174",1994,31,0.000179390923826082,NA,NA,27273,516,13
"175",1994,32,0.000181808633297848,NA,NA,27273,516,13
"176",1994,33,7.93961583568619e-05,NA,NA,27273,516,13
"177",1994,34,0.000516895923704872,NA,NA,27273,516,13
"178",1994,35,7.27950049639328e-05,NA,NA,27273,516,13
"179",1994,36,0.000187467782242632,NA,NA,27273,516,13
"180",1994,37,0.000195537369134996,NA,NA,27273,516,13
"181",1994,38,0.000533902728374353,NA,NA,27273,516,13
"182",1994,39,0.000590233894105685,NA,NA,27273,516,13
"183",1994,40,0.00053001475907689,NA,NA,27273,516,13
"184",1994,41,0.000812496557435611,NA,NA,27273,516,13
"185",1994,42,0.00182699231870707,NA,NA,27273,516,13
"186",1994,43,0.00268900810058641,NA,NA,27273,516,13
"187",1994,44,0.00233658648176313,NA,NA,27273,516,13
"188",1994,45,0.00175246231006291,NA,NA,27273,516,13
"189",1994,46,0.00297174685214797,NA,NA,27273,516,13
"190",1994,47,0.00358720712312202,NA,NA,27273,516,13
"191",1994,48,0.00403499366600158,NA,NA,27273,516,13
"192",1994,49,0.00530776819213315,NA,NA,27273,516,13
"193",1994,50,0.00595909030322224,NA,NA,27273,516,13
"194",1994,51,0.00665610603972395,NA,NA,27273,516,13
"195",1994,52,0.00669786625712872,NA,NA,27273,516,13
"196",1994,53,0.00672933484784909,NA,NA,27273,516,13
"197",1994,54,0.00842635104975369,NA,NA,27273,516,13
"198",1994,55,0.00829421639428322,NA,NA,27273,516,13
"199",1994,56,0.00971144334396193,NA,NA,27273,516,13
"200",1994,57,0.0108228564416623,NA,NA,27273,516,13
"201",1994,58,0.0146221385790796,NA,NA,27273,516,13
"202",1994,59,0.0141062203172433,NA,NA,27273,516,13
"203",1994,60,0.0170840261391058,NA,NA,27273,516,13
"204",1994,61,0.0165440720894816,NA,NA,27273,516,13
"205",1994,62,0.0205196322311815,NA,NA,27273,516,13
"206",1994,63,0.0201782579601741,NA,NA,27273,516,13
"207",1994,64,0.0199021357553615,NA,NA,27273,516,13
"208",1994,65,0.0243302856634615,NA,NA,27273,516,13
"209",1994,66,0.0220604706240358,NA,NA,27273,516,13
"210",1994,67,0.0245249674422675,NA,NA,27273,516,13
"211",1994,68,0.0259433939756742,NA,NA,27273,516,13
"212",1994,69,0.0245295260128999,NA,NA,27273,516,13
"213",1994,70,0.0223469522282262,NA,NA,27273,516,13
"214",1994,71,0.0238327296384629,NA,NA,27273,516,13
"215",1994,72,0.0227696842194303,NA,NA,27273,516,13
"216",1994,73,0.0257902054186553,NA,NA,27273,516,13
"217",1994,74,0.025135734550589,NA,NA,27273,516,13
"218",1994,75,0.0239938288034364,NA,NA,27273,516,13
"219",1994,76,0.0230367081472775,NA,NA,27273,516,13
"220",1994,77,0.0219696572040635,NA,NA,27273,516,13
"221",1994,78,0.0204689077524241,NA,NA,27273,516,13
"222",1994,79,0.0200244211601665,NA,NA,27273,516,13
"223",1994,80,0.021052155215479,NA,NA,27273,516,13
"224",1994,81,0.0220657946554834,NA,NA,27273,516,13
"225",1994,82,0.0231426725362613,NA,NA,27273,516,13
"226",1994,83,0.0214110239449696,NA,NA,27273,516,13
"227",1994,84,0.018312782164827,NA,NA,27273,516,13
"228",1994,85,0.0184579637695336,NA,NA,27273,516,13
"229",1994,86,0.0222095058910355,NA,NA,27273,516,13
"230",1994,87,0.0230532116985471,NA,NA,27273,516,13
"231",1994,88,0.0211053042100616,NA,NA,27273,516,13
"232",1994,89,0.0235341737571469,NA,NA,27273,516,13
"233",1994,90,0.0268387496894511,NA,NA,27273,516,13
"234",1994,91,0.0205373041150289,NA,NA,27273,516,13
"235",1994,92,0.0160948946423327,NA,NA,27273,516,13
"236",1994,93,0.018047469200643,NA,NA,27273,516,13
"237",1994,94,0.0154815803952919,NA,NA,27273,516,13
"238",1994,95,0.0183292387813041,NA,NA,27273,516,13
"239",1994,96,0.0119326077391916,NA,NA,27273,516,13
"240",1994,97,0.0120022245555928,NA,NA,27273,516,13
"241",1994,98,0.01370219896447,NA,NA,27273,516,13
"242",1994,99,0.0138752322043777,NA,NA,27273,516,13
"243",1994,100,0.0128597917547705,NA,NA,27273,516,13
"244",1994,101,0.00746051890866727,NA,NA,27273,516,13
"245",1994,102,0.00536036255672615,NA,NA,27273,516,13
"246",1994,103,0.00648804632449461,NA,NA,27273,516,13
"247",1994,104,0.00466422952800297,NA,NA,27273,516,13
"248",1994,105,0.00338172606245228,NA,NA,27273,516,13
"249",1994,106,0.00391271687767707,NA,NA,27273,516,13
"250",1994,107,0.00164741916330584,NA,NA,27273,516,13
"251",1994,108,0.00132510255448521,NA,NA,27273,516,13
"252",1994,109,0.00094562287812914,NA,NA,27273,516,13
"253",1994,110,0.00162351233873747,NA,NA,27273,516,13
"254",1994,111,0.00050427782881068,NA,NA,27273,516,13
"255",1994,112,0.000636323488618722,NA,NA,27273,516,13
"256",1994,113,0.000699526957819604,NA,NA,27273,516,13
"257",1994,114,0.000141181469459059,NA,NA,27273,516,13
"258",1994,115,0.000279277266407227,NA,NA,27273,516,13
"259",1994,116,0.000304293774788134,NA,NA,27273,516,13
"260",1994,117,0.000123685931732437,NA,NA,27273,516,13
"261",1994,118,7.48737910891694e-05,NA,NA,27273,516,13
"262",1994,119,3.26505221061578e-05,NA,NA,27273,516,13
"263",1994,120,4.84454209127391e-05,NA,NA,27273,516,13
"264",1994,121,0,NA,NA,27273,516,13
"265",1994,122,0,NA,NA,27273,516,13
"266",1994,123,0,NA,NA,27273,516,13
"267",1994,124,0,NA,NA,27273,516,13
"268",1994,125,0,NA,NA,27273,516,13
"269",1994,126,0,NA,NA,27273,516,13
"270",1994,127,0,NA,NA,27273,516,13
"271",1994,128,0,NA,NA,27273,516,13
"272",1994,129,0,NA,NA,27273,516,13
"273",1994,130,0,NA,NA,27273,516,13
"274",1994,131,0,NA,NA,27273,516,13
"275",1994,132,0,NA,NA,27273,516,13
"276",1994,133,0,NA,NA,27273,516,13
"277",1994,134,0,NA,NA,27273,516,13
"278",1994,135,0,NA,NA,27273,516,13
"279",1994,136,0,NA,NA,27273,516,13
"280",1994,137,0,NA,NA,27273,516,13
"281",1994,138,0,NA,NA,27273,516,13
"282",1994,139,0,NA,NA,27273,516,13
"283",1994,140,0,NA,NA,27273,516,13
"284",1994,141,0,NA,NA,27273,516,13
"285",1994,142,0,NA,NA,27273,516,13
"286",1994,143,0,NA,NA,27273,516,13
"287",1995,1,0,NA,NA,28393,586,19
"288",1995,2,0,NA,NA,28393,586,19
"289",1995,3,0,NA,NA,28393,586,19
"290",1995,4,0,NA,NA,28393,586,19
"291",1995,5,0,NA,NA,28393,586,19
"292",1995,6,0,NA,NA,28393,586,19
"293",1995,7,0,NA,NA,28393,586,19
"294",1995,8,0,NA,NA,28393,586,19
"295",1995,9,0,NA,NA,28393,586,19
"296",1995,10,0,NA,NA,28393,586,19
"297",1995,11,0,NA,NA,28393,586,19
"298",1995,12,0,NA,NA,28393,586,19
"299",1995,13,0,NA,NA,28393,586,19
"300",1995,14,0,NA,NA,28393,586,19
"301",1995,15,0,NA,NA,28393,586,19
"302",1995,16,0,NA,NA,28393,586,19
"303",1995,17,1.67233720807851e-05,NA,NA,28393,586,19
"304",1995,18,0,NA,NA,28393,586,19
"305",1995,19,0,NA,NA,28393,586,19
"306",1995,20,0,NA,NA,28393,586,19
"307",1995,21,9.56923493232904e-05,NA,NA,28393,586,19
"308",1995,22,5.82595642978279e-05,NA,NA,28393,586,19
"309",1995,23,0.00032085206538847,NA,NA,28393,586,19
"310",1995,24,0.000878102256179456,NA,NA,28393,586,19
"311",1995,25,0.00107118501478168,NA,NA,28393,586,19
"312",1995,26,0.00168664402010249,NA,NA,28393,586,19
"313",1995,27,0.00198985643582888,NA,NA,28393,586,19
"314",1995,28,0.00319364798037817,NA,NA,28393,586,19
"315",1995,29,0.00318211706880371,NA,NA,28393,586,19
"316",1995,30,0.00310002642984477,NA,NA,28393,586,19
"317",1995,31,0.0034026524604346,NA,NA,28393,586,19
"318",1995,32,0.00470405285019179,NA,NA,28393,586,19
"319",1995,33,0.00306311066350317,NA,NA,28393,586,19
"320",1995,34,0.00211596099759386,NA,NA,28393,586,19
"321",1995,35,0.00179252408969589,NA,NA,28393,586,19
"322",1995,36,0.00118202420338775,NA,NA,28393,586,19
"323",1995,37,0.000799956562491189,NA,NA,28393,586,19
"324",1995,38,0.000469990913426977,NA,NA,28393,586,19
"325",1995,39,0.000791331921662208,NA,NA,28393,586,19
"326",1995,40,0.000551585645348659,NA,NA,28393,586,19
"327",1995,41,0.000733662212462101,NA,NA,28393,586,19
"328",1995,42,0.000442594187410174,NA,NA,28393,586,19
"329",1995,43,0.0012212349733259,NA,NA,28393,586,19
"330",1995,44,0.000370115511571037,NA,NA,28393,586,19
"331",1995,45,0.000839928141262507,NA,NA,28393,586,19
"332",1995,46,0.000679098380557599,NA,NA,28393,586,19
